Ambient Temperature,Ambient Relative Humidity,Ambient Pressure,Exhaust Vacuum,Total Power
0.18640081799591002,0.6805661797494043,0.7675325244206874,0.2500000000000001,0.997427475174469
0.18640081799591002,0.6843582466551468,0.8200096368653362,0.2500000000000001,0.9953347995391926
0.18541240627130207,0.6885621139414133,0.8264663366770151,0.2500000000000001,0.9822703340854777
0.18541240627130207,0.691836239868188,0.813500372333408,0.2500000000000001,0.9990326849656774
0.18541240627130207,0.6973682310175814,0.7891278636821539,0.2500000000000001,0.9993849552045546
0.19526244035446483,0.7062290307244103,0.8065180253186668,0.2500000000000001,0.9943846219759505
0.19526244035446483,0.7037377053749871,0.8374304612554511,0.2500000000000001,0.9983814610646176
0.19526244035446483,0.7010066482027391,0.8074817118576902,0.2500000000000001,0.9988098978416307
0.18738922972051808,0.7038243340302569,0.7785054097857937,0.2500000000000001,0.9865508935287004
0.18738922972051808,0.7084275402879611,0.7624074641902894,0.2500000000000001,0.9985661649195967
0.18738922972051808,0.7143968558443838,0.7948398966227046,0.2500000000000001,1.0
0.19134287661895022,0.7190036146967839,0.8280257567129752,0.2500000000000001,0.9956299448744681
0.19921608725289708,0.7200091356338981,0.7479083621709037,0.2500000000000001,0.978884731465349
0.19921608725289708,0.7205239339329432,0.8307722633492176,0.2500000000000001,0.9814191730218123
0.19921608725289708,0.7179249922918944,0.7875509220727963,0.2500000000000001,0.998430969314406
0.20020449897750503,0.714719322132139,0.8291427570195538,0.2500000000000001,0.972288709262803
0.1962508520790729,0.7145636228376913,0.7815760655306576,0.2500000000000001,0.8854607599516342
0.18640081799591002,0.7170753756066143,0.875101844145604,0.2500000000000001,0.8906515095255778
0.39645535105657814,0.7234619844015133,0.8417363879275968,0.2500000000000001,0.9464549236906494
0.18738922972051808,0.7258759724971785,0.7762495072057618,0.2500000000000001,0.8923043234031209
0.19134287661895022,0.7319800133755191,0.7506680099872938,0.2500000000000001,0.8926642102958116
0.18738922972051808,0.7326774150419183,0.8607472951071031,0.16666666666666663,0.8826254605695352
0.18738922972051808,0.7359680741978533,0.8161548907091856,0.16666666666666663,0.8738396503955899
0.17160872528970694,0.735937193951653,0.8084760611503157,0.16666666666666663,0.6544381289689907
0.17160872528970694,0.7396516366632967,0.8449165535064935,0.16666666666666663,0.47015509411327866
0.17160872528970694,0.7432513032386205,0.8622147268824278,0.08333333333333337,0.46754639018213323
0.1676550783912747,0.7449957638724213,0.7936834727758537,0.08333333333333337,0.4685270343606294
0.1676550783912747,0.7516067326861737,0.8144640588724315,0.08333333333333337,0.4685327468509896
0.1607702794819359,0.7553750791904102,0.8011476630601351,0.08333333333333337,0.4681614349775784
0.14696659850034088,0.7596969472758739,0.8118445836435626,0.08333333333333337,0.46893452533965524
0.14696659850034088,0.778789684276127,0.8302378553593712,0.08333333333333337,0.46792151038245117
0.1508861622358555,0.7865409813318666,0.8379692496386042,0.08333333333333337,0.46793674369007837
0.1508861622358555,0.7901139351278447,0.8306977966620934,0.08333333333333337,0.4680966934201632
0.14597818677573282,0.7903453183531348,0.8952647947785408,0.08333333333333337,0.46866032580236666
0.14989775051124743,0.7964104173280813,0.8569801568180537,0.08333333333333337,0.46811383089124364
0.14989775051124743,0.7972313399792816,0.8278943449121243,0.08333333333333337,0.4685784467738711
0.14989775051124743,0.8010634965497816,0.8387401988698571,0.08333333333333337,0.4677748897965401
0.14989775051124743,0.8048108007623596,0.8138770861623357,0.08333333333333337,0.4683423305056507
0.15187457396046355,0.8103304398132729,0.8156949494064634,0.08333333333333337,0.4689516628107358
0.15187457396046355,0.8154399454704044,0.7850102939243584,0.08333333333333337,0.46780154808488766
0.15187457396046355,0.8155274076190451,0.8923299312278345,0.08333333333333337,0.4690468709834052
0.15780504430811182,0.8151164680595435,0.8120548425248444,0.08333333333333337,0.46907924176211274
0.15780504430811182,0.813811927959665,0.7859082745630417,0.08333333333333337,0.4689459503203755
0.15780504430811182,0.8150335286372268,0.7620132287879073,0.08333333333333337,0.4686603258023669
0.15187457396046355,0.8151994074818603,0.6322659774847921,0.08333333333333337,0.4689002503974941
0.14597818677573282,0.8174354379109268,0.6415086074729288,0.08333333333333337,0.46831567221730314
0.14597818677573282,0.8227098659448888,0.6603881028516412,0.08333333333333337,0.4696143116925157
0.1528629856850715,0.8277625300868905,0.6396118971483133,0.16666666666666663,0.6099187874287129
0.16567825494205868,0.8322316942139645,0.6289368785316469,0.16666666666666663,0.6102977159559377
0.17457396046353102,0.8304433180441957,0.6165666476849196,0.16666666666666663,0.5831881408700124
0.17655078391274714,0.8195464170067082,0.6564019448946397,0.16666666666666663,0.5864309312311369
0.18541240627130207,0.8148593968418392,0.604012440317149,0.16666666666666663,0.6337646263555263
0.1893660531697342,0.8101519219298188,0.6700249682421031,0.16666666666666663,0.6560395304332924
0.20514655760054523,0.8065145431954184,0.6332296640238155,0.16666666666666663,0.6444069958965277
0.2248466257668712,0.7972105709641382,0.6051513425905455,0.16666666666666663,0.6483029143221655
0.23963871847307427,0.782869292731002,0.6389942616846724,0.16666666666666663,0.6806032389820342
0.24359236537150641,0.7675886264773928,0.6451443339611842,0.16666666666666663,0.6650785943465385
0.25443081117927746,0.7561839230196455,0.6589688554032023,0.16666666666666663,0.7102529681147829
0.2653033401499659,0.7395760620430605,0.6503131981251613,0.16666666666666663,0.8379994858758677
0.2653033401499659,0.7142359779599758,0.6736606947304153,0.16666666666666663,0.9229975341083279
0.28108384458077706,0.6894367354278202,0.6487800604493827,0.2500000000000001,0.9468300438909678
0.2929107021131562,0.656605786807836,0.6922554645406649,0.2500000000000001,0.9590585815886434
0.33432174505794143,0.6408445638025171,0.6064216566647929,0.2500000000000001,0.9626517380251922
0.3205180640763463,0.5724068876886129,0.6263086425161077,0.2500000000000001,0.9511296449687241
0.3284253578732106,0.5467701346207937,0.6431293530159223,0.2500000000000001,0.9270534022640502
0.38166325835037496,0.5286790653587926,0.6484077270138755,0.2500000000000001,0.9609913074938352
0.19134287661895022,0.48566379787813097,0.7031626440053742,0.2500000000000001,0.8987822874715565
0.42702794819359235,0.42919264074543273,0.646002891059652,0.2500000000000001,0.9375777136709413
0.4092706203135651,0.3980400744979108,0.7134565683998062,0.2500000000000001,0.9615301857511449
0.3875937286980232,0.39534480288530816,0.676481668053782,0.2500000000000001,0.9590014566850418
0.43687798227675534,0.3799718511525677,0.6772964212186139,0.2500000000000001,0.9517275522930888
0.4457736877982278,0.3307343507008075,0.6840422269919486,0.2500000000000001,0.9542048689459501
0.5256646216768915,0.31732092821920943,0.6780410880896852,0.2500000000000001,0.9420867727285709
0.5414451261077028,0.24974565813148963,0.6593806123789818,0.2500000000000001,0.9464930069597173
0.4477505112474439,0.290470923071363,0.6807569319724394,0.2500000000000001,0.9507050165186179
0.5069188820722564,0.2918656580850326,0.6574970432344571,0.2500000000000001,0.9498900345605668
0.486196319018405,0.2820319529931601,0.6629287310000791,0.2500000000000001,0.9502423047994439
0.5098841172460805,0.30071510315266137,0.7143370274650351,0.2500000000000001,0.9424142888425542
0.5276414451261077,0.2787484946733967,0.6549126111524401,0.2500000000000001,0.9216969904696619
0.501976823449216,0.29216567470707666,0.6109509833982543,0.2500000000000001,0.9485437909990193
0.49509202453987744,0.31230844938874536,0.6796180296990428,0.2500000000000001,0.9617643978559118
0.49509202453987744,0.33325176029359194,0.6717333216522547,0.2500000000000001,0.9688859691715936
0.4832310838445809,0.3475495602331842,0.7415261290463491,0.2500000000000001,0.9661782487408719
0.462542603953647,0.3693101728754067,0.6146392746068159,0.2500000000000001,0.9677529919168262
0.45265848670756637,0.3798529075493936,0.6827719129177581,0.2500000000000001,0.9724829339350491
0.46649625085207924,0.4057825447222141,0.7200928643392217,0.2500000000000001,0.9477859339445698
0.4733810497614178,0.4114437410079217,0.8820798107669816,0.2500000000000001,0.9733759865946892
0.46745057941376966,0.3995847290077351,0.7618204914800799,0.2500000000000001,0.9792541391753067
0.42900477164280837,0.41993457896868047,0.8514170572517514,0.2500000000000001,0.9822988965372788
0.4240627130197683,0.449466752120233,0.8454159183494312,0.2500000000000001,0.9444441270838688
0.4112474437627812,0.4540502824688539,0.8293530159008355,0.2500000000000001,0.964390239258138
0.3777096114519428,0.48176799520727653,0.8539576854001325,0.2500000000000001,0.9483324288556931
0.3382753919563736,0.5127290082815765,0.8244644969117871,0.2500000000000001,0.9257471461350242
0.31462167689161546,0.5493002652353537,0.8538700775329175,0.2500000000000001,0.9740024563708547
0.30276073619631905,0.5795653660002614,0.8234701476192754,0.2500000000000001,0.9317947692629935
0.29884117246080444,0.6002028941485965,0.9113276972271933,0.2500000000000001,0.9485932992488075
0.266291751874574,0.606283064323348,0.8386044066756995,0.2500000000000001,0.9610217741090896
0.24556918882072254,0.6337035615240059,0.8267554426387278,0.2500000000000001,0.9613930859825006
0.22191547375596454,0.6575783642610614,0.8353410136230082,0.2500000000000001,0.95011663001152
0.2061349693251533,0.6780602341064259,0.8347277585527308,0.2500000000000001,0.9491226566888502
0.19134287661895022,0.6992004953956665,0.842590564632701,0.2500000000000001,0.9129359344206107
0.18738922972051808,0.715415903968993,0.7945464102676283,0.16666666666666663,0.8805956223282205
0.19035446489434227,0.7254381288647704,0.7901791580883923,0.2500000000000001,0.9766720935325088
0.1962508520790729,0.7292590810981535,0.8644049235621196,0.2500000000000001,0.9816057810402445
0.20415814587593728,0.734128923251589,0.8865697139602844,0.2500000000000001,0.995460474327116
0.18738922972051808,0.7298603440865593,0.7727889964518226,0.2500000000000001,0.9741243228318719
0.1725971370143149,0.7302654765201161,0.8202286565333452,0.2500000000000001,0.9500994925404396
0.1676550783912747,0.7394466109578829,0.7915808839633769,0.16666666666666663,0.8162196642959831
0.17160872528970694,0.747454569316554,0.8184764991896145,0.16666666666666663,0.6221416126360286
